poligraphId,Slug affaire,Titre,poligraphId politique,Slug politique,Politique,Parti actuel (abrégé),Parti actuel,Position politique,Parti au moment (abrégé),Parti au moment,Statut,Statut (code),Catégorie,Catégorie (code),Gravité,Gravité (code),Implication,Implication (code),Liée au mandat,Date des faits,Date de début,Date du verdict,Amende (EUR),Prison (mois),Prison avec sursis,Inéligibilité (mois),TIG (heures),Appel,Peine (texte libre),Autres peines,Juridiction,ECLI,Description,Nombre de sources,Première source (URL),Première source (titre),Page Poligraph,Créée le,Mise à jour le
AF-000231,ersilia-soudais-condamnation-aux-prud-hommes-pour-inegalite-de-traitement,Condamnation aux prud'hommes pour inégalité de traitement,PG-000387,ersilia-soudais,Ersilia Soudais,LFI,La France insoumise,Gauche,LFI,La France insoumise,Condamnation (1ère instance),CONDAMNATION_PREMIERE_INSTANCE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2024-01-01,,,,,,,,non,,,Conseil de prud'hommes,,"Ersilia Soudais, députée de la 7ème circonscription et membre de La France insoumise, a été condamnée par le Conseil de prud'hommes en janvier 2026 pour inégalité de traitement dans la gestion de son personnel parlementaire. Selon la condamnation, une attachée parlementaire a vu son contrat à durée indéterminée pris fin en période d'essai, tandis que Ersilia Soudais aurait favorisé un employé étranger étudiant, avec lequel elle entretenait une relation intime depuis un voyage en Jordanie effectué en 2024. Ce traitement différencié aurait constitué une violation des principes d'égalité dans l'accès et le maintien de l'emploi. La juridiction compétente, le Conseil de prud'hommes, s'est prononcée en première instance sur cette affaire relevant du droit du travail et de l'égalité professionnelle. La condamnation de Ersilia Soudais a validé les réclamations de l'attachée parlementaire lésée.",2,https://fr.wikipedia.org/wiki/Ersilia_Soudais,Wikipedia — Ersilia Soudais,https://poligraph.fr/affaires/ersilia-soudais-condamnation-aux-prud-hommes-pour-inegalite-de-traitement,2026-02-20T18:29:38.477Z,2026-03-04T21:59:30.027Z
AF-000230,bruno-sido-compte-en-suisse-non-declare,Affaire du compte en Suisse non déclaré,PG-000665,bruno-sido,Bruno Sido,LR,Les Républicains,Droite,LR,Les Républicains,Condamnation définitive,CONDAMNATION_DEFINITIVE,Blanchiment,BLANCHIMENT,Grave,GRAVE,Mis en cause,DIRECT,non,,2014-11-13,2016-04-12,60000,6,oui,,,non,,,Tribunal correctionnel de Paris,,"Bruno Sido, sénateur de la Haute-Marne et membre des Républicains, a été confronté à une affaire de défaut de déclaration d'actifs. En novembre 2014, la Haute Autorité pour la transparence de la vie publique révèle que Sido était propriétaire d'un compte bancaire en Suisse qu'il n'avait pas déclaré conformément à ses obligations de transparence. L'intéressé avait régularisé sa situation en 2013, avant la découverte publique de cette omission. Le 12 avril 2016, le tribunal correctionnel de Paris condamne Bruno Sido à titre personnel dans le cadre d'une procédure de comparution avec reconnaissance préalable de culpabilité. La condamnation porte sur six mois d'emprisonnement assortis du sursis et une amende de 60 000 euros. Cette peine reflète le caractère volontaire de l'omission, bien que la régularisation antérieure ait pu être prise en compte. La décision du tribunal correctionnel est définitive en première instance et constitue une condamnation de droit commun pour les faits caractérisés de blanchiment, liés à la non-déclaration d'actifs étrangers. Cette affaire s'inscrit dans un contexte plus large de renforcement du contrôle des déclarations patrimoniales des élus français, particulièrement après les révélations de la crise bancaire suisse.",3,https://fr.wikipedia.org/wiki/Bruno_Sido,Wikipedia — Bruno Sido,https://poligraph.fr/affaires/bruno-sido-compte-en-suisse-non-declare,2026-02-20T18:29:38.302Z,2026-03-12T15:22:40.811Z
AF-000229,philippe-schreck-plainte-pour-menaces-de-mort-contre-des-proches-de-philippe-schreck,Plainte pour menaces de mort contre des proches de Philippe Schreck,PG-000428,philippe-schreck,Philippe Schreck,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Menace,MENACE,Grave,GRAVE,Victime,VICTIM,non,2022-06-19,,,,,,,,non,,,null,,"En juin 2022, Djaffer Aït Aoudia, journaliste et directeur de publication du site lecorrespondant.net, dépose plainte à Draguignan pour des menaces de mort reçues de proches de Philippe Schreck, alors candidat RN aux législatives dans le Var. Selon le procès-verbal de la plainte, Lionel Ferlaud, avocat et proche de Schreck, aurait menacé le journaliste par téléphone le jour de la publication d'un article sur Schreck, évoquant l'envoi ""d'amis corses pour vous régler votre compte"". Des menaces auraient ensuite été réitérées dans les locaux de l'ordre des avocats devant l'épouse du journaliste par Sandrine Schreck, ex-épouse du député. Le procureur de la République de Draguignan a confirmé le dépôt de plainte le 22 juin 2022 et l'ouverture d'une enquête.",7,https://fr.wikipedia.org/wiki/Philippe_Schreck,Wikipedia — Philippe Schreck,https://poligraph.fr/affaires/philippe-schreck-plainte-pour-menaces-de-mort-contre-des-proches-de-philippe-schreck,2026-02-20T18:29:38.126Z,2026-03-11T12:36:23.738Z
AF-000228,nicolas-sarkozy-bygmalion,Affaire Bygmalion,PG-000578,nicolas-sarkozy,Nicolas Sarkozy,LR,Les Républicains,Droite,,,Condamnation définitive,CONDAMNATION_DEFINITIVE,Financement illégal de campagne,FINANCEMENT_ILLEGAL_CAMPAGNE,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2012-01-01,,,,,,,,non,,,Cour d'appel de Paris,,"En 2014, une information judiciaire est ouverte pour faux et usage de faux, abus de confiance, tentative d'escroquerie et complicité. La société Bygmalion aurait fait des fausses factures pour masquer les dépassements des frais de campagne de Nicolas Sarkozy lors de l'élection présidentielle de 2012. Nicolas Sarkozy est mis en examen en février 2016 pour financement illégal de campagne électorale, puis renvoyé en correctionnelle en février 2017. Il est condamné en première instance le 30 septembre 2021 à un an de prison ferme, puis en appel le 14 février 2024 à un an de prison dont six mois ferme (aménageable en détention à domicile sous surveillance électronique).",22,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,Wikipedia — Nicolas Sarkozy,https://poligraph.fr/affaires/nicolas-sarkozy-bygmalion,2026-02-20T18:29:37.955Z,2026-04-09T19:14:56.949Z
AF-000227,nicolas-sarkozy-bismuth-affaire-des-ecoutes,Affaire Bismuth / Affaire des écoutes,PG-000578,nicolas-sarkozy,Nicolas Sarkozy,LR,Les Républicains,Droite,,,Condamnation définitive,CONDAMNATION_DEFINITIVE,Corruption,CORRUPTION,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2014-03-01,,,,,,,,non,,,Tribunal correctionnel de Paris,,"En mars 2014, des écoutes judiciaires dans le cadre de l'affaire Sarkozy-Kadhafi révèlent que Nicolas Sarkozy et son avocat Thierry Herzog utilisaient des téléphones sous de faux noms (Paul Bismuth). Ils sont suspectés d'avoir corrompu Gilbert Azibert, avocat général près la Cour de cassation, pour obtenir des informations sur la procédure judiciaire de l'affaire Woerth-Bettencourt, en échange d'un appui pour l'obtention d'un poste à Monaco. Nicolas Sarkozy est mis en examen le 2 juillet 2014 pour corruption active, trafic d'influence et recel de violation du secret professionnel. Le 1er mars 2021, le tribunal correctionnel de Paris le condamne à trois ans de prison dont un an ferme pour corruption et trafic d'influence.",13,https://www.leparisien.fr/faits-divers/affaire-des-ecoutes-de-sarkozy-les-methodes-du-parquet-national-financier-en-question-26-06-2020-8342271.php,Affaire des écoutes de Sarkozy : les méthodes du parquet national financier en question,https://poligraph.fr/affaires/nicolas-sarkozy-bismuth-affaire-des-ecoutes,2026-02-20T18:29:37.779Z,2026-04-09T19:14:57.245Z
AF-000226,nicolas-sarkozy-coupe-du-monde-2022-qatargate,Affaire de la Coupe du monde 2022 (Qatargate),PG-000578,nicolas-sarkozy,Nicolas Sarkozy,LR,Les Républicains,Droite,,,Instruction en cours,INSTRUCTION,Trafic d'influence,TRAFIC_INFLUENCE,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2010-01-01,,,,,,,,non,,,Parquet national financier,,"Nicolas Sarkozy, ancien président de la République et figure majeure des Républicains, fait l'objet d'une enquête du Parquet national financier concernant l'attribution de la Coupe du monde de football 2022 au Qatar. Les faits reprochés remontent à 2010, période pendant laquelle Sarkozy exerçait la présidence. Selon la plainte déposée par l'association Anticor en avril 2023, il serait soupçonné de trafic d'influence et de corruption d'un agent public étranger dans le processus de sélection du Qatar comme pays hôte de la compétition mondiale. L'enquête initiée par le Parquet national financier depuis 2019 examine ces accusations. Sarkozy demeure soumis à la présomption d'innocence et aucune décision judiciaire définitive n'a encore été rendue sur le fondement de ces soupçons. Cette affaire s'inscrit dans un contexte plus large de scrutins judiciaires visant l'ancien président, notamment l'Affaire Woerth-Bettencourt et l'Affaire Sarkozy-Kadhafi, qui illustrent les différentes procédures contentieuses impliquant sa responsabilité personnelle et celle de son entourage politique.",2,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,Wikipedia — Nicolas Sarkozy,https://poligraph.fr/affaires/nicolas-sarkozy-coupe-du-monde-2022-qatargate,2026-02-20T18:29:37.611Z,2026-04-09T19:14:56.430Z
AF-000225,nicolas-sarkozy-reso-garantia,Affaire Reso-Garantia,PG-000578,nicolas-sarkozy,Nicolas Sarkozy,LR,Les Républicains,Droite,LR,Les Républicains,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Trafic d'influence,TRAFIC_INFLUENCE,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2020-01-01,,,,,,,,non,,,Parquet national financier,,"Ancien président de la République et ancien ministre des Finances, Nicolas Sarkozy du parti Les Républicains fait l'objet d'une enquête préliminaire du Parquet national financier depuis 2020, dans un dossier de soupçons de trafic d'influence et de blanchiment de capitaux. L'affaire porte sur sa rémunération par la société d'assurances russe Reso-Garantia, détenue par deux oligarques russo-arméniens présentés comme proches de Vladimir Poutine. Selon les informations révélées en 2020, Nicolas Sarkozy aurait perçu un paiement de 500 000 euros au titre d'un contrat de conseil valorisé à trois millions d'euros. Cette enquête s'inscrit dans un contexte où plusieurs dossiers judiciaires impliquent ancien chef d'État, notamment l'Affaire Sarkozy-Kadhafi concernant les financements de sa campagne présidentielle de 2007, ou encore l'Affaire des sondages de l'Élysée relative à des dépenses électorales. Le dossier Reso-Garantia demeure au stade de l'enquête préliminaire, sans mise en examen à ce stade. Sous le régime de la présomption d'innocence, aucune conclusion n'a été établie quant aux accusations portées.",4,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,Wikipedia — Nicolas Sarkozy,https://poligraph.fr/affaires/nicolas-sarkozy-reso-garantia,2026-02-20T18:29:37.445Z,2026-03-04T21:59:17.631Z
AF-000224,nicolas-sarkozy-sarkozy-kadhafi-retractation-de-ziad-takieddine,Affaire Sarkozy-Kadhafi - Rétractation de Ziad Takieddine,PG-000578,nicolas-sarkozy,Nicolas Sarkozy,LR,Les Républicains,Droite,LR,Les Républicains,Mise en examen,MISE_EN_EXAMEN,Corruption,CORRUPTION,Critique,CRITIQUE,Mis en cause,DIRECT,oui,,2023-10-06,,,,,,,non,,,,,"Nicolas Sarkozy, ancien président de la République et dirigeant des Républicains, est mis en examen depuis octobre 2023 dans une affaire portant sur la rétractation du témoin Ziad Takieddine. Cette affaire s'inscrit dans le contexte plus large de l'enquête sur le financement supposé de la campagne présidentielle de 2007 par la Libye. Ziad Takieddine, homme d'affaires français d'origine libanaise, avait initialement déclaré avoir remis des enveloppes contenant des fonds libyen destinés au financement de la campagne. Il a par la suite rétracté ses déclarations, ce qui a suscité des investigations judiciaires approfondies sur les conditions de ce revirement. Nicolas Sarkozy a été mis en examen pour plusieurs chefs d'accusation : recel de subornation de témoin, participation à une association de malfaiteurs visant l'escroquerie au jugement en bande organisée, et participation à une association de malfaiteurs en vue de corruption active de personnel judiciaire étranger au Liban. Il bénéficie également du statut de témoin assisté sur ce dernier point. Cette procédure judiciaire demeure en cours. Conformément au principe de présomption d'innocence, Nicolas Sarkozy n'a pas été reconnu coupable des infractions pour lesquelles il est poursuivi. Cette affaire fait partie d'une série de contentieux judiciaires impliquant l'ancien président.",2,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,Wikipedia — Nicolas Sarkozy,https://poligraph.fr/affaires/nicolas-sarkozy-sarkozy-kadhafi-retractation-de-ziad-takieddine,2026-02-20T18:29:37.268Z,2026-03-04T21:59:13.330Z
AF-000223,nicolas-sarkozy-plainte-contre-mediapart-pour-faux-et-usage-de-faux,Plainte contre Mediapart pour faux et usage de faux,PG-000578,nicolas-sarkozy,Nicolas Sarkozy,LR,Les Républicains,Droite,,,Non-lieu,NON_LIEU,Autre,AUTRE,Significatif,SIGNIFICATIF,Plaignant,PLAINTIFF,non,2012-04-30,,,,,,,,non,,,,,"Nicolas Sarkozy, alors président de la République et membre des Républicains, a déposé plainte contre le journal Mediapart le 30 avril 2012 pour faux et usage de faux. Cette action juridique intervient suite à la publication par le journal d'articles et de documents relatifs à l'affaire Sarkozy-Kadhafi, enquête portant sur le financement libyen de la campagne présidentielle de 2007. Sarkozy conteste l'authenticité des documents diffusés par Mediapart, accusant le journal d'avoir falsifié ou altéré les pièces justificatives produites à l'appui de son investigation. La procédure juridique aboutit à un non-lieu le 30 mai 2016. Le tribunal conclut que l'accusation n'a pu apporter la preuve que les documents publiés constituaient un support fabriqué par montage ou altéré par des falsifications. Cette décision invalide la théorie du faux sur laquelle reposait la plainte initiale. Le non-lieu met fin aux poursuites judiciaires engagées contre Mediapart sur ce fondement spécifique. Il ne préjuge en rien des autres procédures concernant Sarkozy au cours de cette période, notamment l'affaire Woerth-Bettencourt et les investigations relatives au financement de sa campagne.",3,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,Wikipedia — Nicolas Sarkozy,https://poligraph.fr/affaires/nicolas-sarkozy-plainte-contre-mediapart-pour-faux-et-usage-de-faux,2026-02-20T18:29:36.748Z,2026-04-09T19:14:57.022Z
AF-000222,nicolas-sarkozy-sarkozy-kadhafi-2,Affaire Sarkozy-Kadhafi,PG-000578,nicolas-sarkozy,Nicolas Sarkozy,LR,Les Républicains,Droite,,,Appel en cours,APPEL_EN_COURS,Financement illégal de campagne,FINANCEMENT_ILLEGAL_CAMPAGNE,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2007-01-01,,,,,,,,non,,,Tribunal correctionnel de Paris (32e chambre),,"Nicolas Sarkozy est soupçonné d'avoir reçu 50 millions d'euros du régime libyen de Mouammar Kadhafi pour financer sa campagne présidentielle de 2007, alors que le montant officiel de sa campagne était de 20 millions d'euros. Il a été mis en examen en 2018 pour corruption passive, financement illicite de campagne électorale et recel de détournement de fonds publics libyens, puis en 2020 pour association de malfaiteurs. Le procès s'est ouvert le 6 janvier 2025 et le parquet a requis le 27 mars 2025 sept ans de prison, 300 000 euros d'amende et cinq ans d'inéligibilité.",10,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,Wikipedia — Nicolas Sarkozy,https://poligraph.fr/affaires/nicolas-sarkozy-sarkozy-kadhafi-2,2026-02-20T18:29:36.578Z,2026-04-09T19:14:55.536Z
AF-000221,nicolas-sarkozy-sondages-de-l-elysee,Affaire des sondages de l'Élysée,PG-000578,nicolas-sarkozy,Nicolas Sarkozy,LR,Les Républicains,Droite,,,Condamnation (1ère instance),CONDAMNATION_PREMIERE_INSTANCE,Favoritisme,FAVORITISME,Critique,CRITIQUE,Mentionné,MENTIONED_ONLY,oui,2008-01-01,,,,,,,,non,,,Tribunal correctionnel,,"Nicolas Sarkozy, président de la République de 2007 à 2012 et membre des Républicains, fait l'objet de cette affaire relative à la gestion des finances publiques au sein de l'Élysée. À partir de 2008, la présidence a commandé des études d'opinion sans respecter les procédures de marché public obligatoires. Ces travaux ont été confiés à des cabinets privés selon des modalités entachées d'irrégularités. La Cour des comptes a identifié en 2009 des anomalies significatives dans ces commandes : défaut de mise en concurrence, tarifications excessives et favoritisme présumé dans l'attribution des contrats. Sarkozy lui-même a bénéficié de l'irresponsabilité pénale attachée à la fonction présidentielle et n'a été inquiété pénalement. En revanche, six collaborateurs de l'Élysée, parmi lesquels Claude Guéant et Patrick Buisson, ont été renvoyés en correctionnelle en 2019 pour favoritisme, détournement de fonds publics et complicité. Le tribunal correctionnel les a condamnés en janvier 2022. Cette affaire s'inscrit dans un contexte plus large de questions posées à Sarkozy au sujet de la gestion des finances publiques durant ses mandats.",6,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,Wikipedia — Nicolas Sarkozy,https://poligraph.fr/affaires/nicolas-sarkozy-sondages-de-l-elysee,2026-02-20T18:29:35.369Z,2026-04-09T19:14:55.753Z
AF-000220,nicolas-sarkozy-woerth-bettencourt,Affaire Woerth-Bettencourt,PG-000578,nicolas-sarkozy,Nicolas Sarkozy,LR,Les Républicains,Droite,,,Non-lieu,NON_LIEU,Financement illégal de campagne,FINANCEMENT_ILLEGAL_CAMPAGNE,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2007-01-01,,,,,,,,non,,,,,"Nicolas Sarkozy, alors chef de Les Républicains, a fait l'objet d'une enquête en 2010 portant sur le financement de sa campagne présidentielle de 2007. Les investigations ont soulevé des soupçons de contributions financières illégales en provenance du couple Bettencourt. Le dossier s'est ouvert après la révélation de versements importants. Nicolas Sarkozy a d'abord été enregistré en tant que témoin assisté le 22 novembre 2012, statut reconnaissant un intérêt dans l'affaire. Le 21 mars 2013, il a été mis en examen pour abus de faiblesse à l'égard de Liliane Bettencourt, en raison de son âge avancé et de sa vulnérabilité présumée lors des transactions en question. L'enquête a porté sur les modalités et la légalité du financement politique reçu, ainsi que sur les circonstances dans lesquelles les versements auraient eu lieu. Les magistrats ont examiné les allégations selon lesquelles Liliane Bettencourt aurait pu être influencée ou exploitée dans ses contributions. Le 7 octobre 2013, le juge d'instruction a rendu une ordonnance de non-lieu, mettant fin à la procédure judiciaire. Cette décision a reconnu l'absence d'éléments suffisants pour soutenir les accusations retenues contre Nicolas Sarkozy. Le non-lieu a constitué un classement définitif de l'affaire sans condamnation.",7,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,Wikipedia — Nicolas Sarkozy,https://poligraph.fr/affaires/nicolas-sarkozy-woerth-bettencourt,2026-02-20T18:29:35.202Z,2026-04-09T19:14:55.461Z
AF-000219,nicolas-sarkozy-mise-en-examen-d-arnaud-claude-pour-blanchiment-de-fraude-fiscale-affaire-balkany,Mise en examen d'Arnaud Claude pour blanchiment de fraude fiscale (affaire Balkany),PG-000578,nicolas-sarkozy,Nicolas Sarkozy,LR,Les Républicains,Droite,LR,Les Républicains,Mise en examen,MISE_EN_EXAMEN,Autre,AUTRE,Significatif,SIGNIFICATIF,Mentionné,MENTIONED_ONLY,non,,2020-06-07,,,,,,,non,,,,,"Arnaud Claude est un avocat associé du cabinet d'avocats « Leibovici - Claude - Sarkozy », fondé notamment en partenariat avec Nicolas Sarkozy, ancien président de la République et figure majeure des Républicains. En 2015, Arnaud Claude est mis en examen pour blanchiment de fraude fiscale. Les faits reprochés concernent les services juridiques apportés au promoteur immobilier Patrick Balkany, figure controversée du paysage politique français. La mise en examen porte spécifiquement sur le blanchiment des produits d'une fraude fiscale, dans un contexte où le cabinet représentait ce client. Arnaud Claude n'est mentionné qu'indirectement dans cette procédure : il s'agit de sa mise en examen personnelle, sans que Nicolas Sarkozy soit directement poursuivi à ce titre. Selon le principe de la présomption d'innocence, cette mise en examen ne constitue pas une reconnaissance de culpabilité. Suite à cette mise en examen, Arnaud Claude procède à des modifications structurelles importantes du cabinet : il transmet sa présidence ainsi que l'usufruit de la majorité de ses parts à son fils Christofer, restructurant ainsi l'entité juridique. Cette décision intervient dans un contexte judiciaire contraint pour l'associé fondateur.",2,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,Wikipedia — Nicolas Sarkozy,https://poligraph.fr/affaires/nicolas-sarkozy-mise-en-examen-d-arnaud-claude-pour-blanchiment-de-fraude-fiscale-affaire-balkany,2026-02-20T18:29:35.036Z,2026-03-04T21:58:50.808Z
AF-000218,nicolas-sansu-condamnation-de-nicolas-sansu-pour-conduite-en-etat-d-ivresse-et-outrage-a-agents,Condamnation de Nicolas Sansu pour conduite en état d'ivresse et outrage à agents,PG-000046,nicolas-sansu,Nicolas Sansu,PCF,Parti communiste français,Extrême gauche,PCF,Parti communiste français,Condamnation (1ère instance),CONDAMNATION_PREMIERE_INSTANCE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2023-02-28,,2023-05-02,300,2,oui,0,,non,,Suspension du permis de conduire pendant 4 mois ; 500 euros de dommages-intérêts à chacun des trois policiers outragés (1500 euros au total),Tribunal judiciaire de Bourges,,"Dans la nuit du 27 au 28 février 2023 à Vierzon, le député communiste du Cher Nicolas Sansu a conduit en état d'ivresse et a outragé trois policiers lors d'un contrôle routier, déclarant notamment ""Vous me cassez les couilles, vous feriez mieux d'arrêter les voleurs, moi je connais Darmanin"". Placé en garde à vue les 4 et 5 mars 2023, il a reconnu les faits et présenté ses excuses publiques. Le 2 mai 2023, le tribunal judiciaire de Bourges l'a condamné dans le cadre d'une procédure de comparution sur reconnaissance préalable de culpabilité (CRPC) à deux mois de prison avec sursis, quatre mois de suspension du permis de conduire, 300 euros d'amende et 500 euros de dommages-intérêts à chacun des trois policiers outragés. Il s'agissait de sa deuxième affaire pour outrage envers des forces de l'ordre, après des faits similaires commis en mai 2021 alors qu'il était maire de Vierzon.",8,https://fr.wikipedia.org/wiki/Nicolas_Sansu,Wikipedia — Nicolas Sansu,https://poligraph.fr/affaires/nicolas-sansu-condamnation-de-nicolas-sansu-pour-conduite-en-etat-d-ivresse-et-outrage-a-agents,2026-02-20T18:29:34.867Z,2026-03-28T10:43:34.982Z
AF-000217,nicolas-sansu-outrage-a-agents-mai-2021,Outrage à agents (mai 2021),PG-000046,nicolas-sansu,Nicolas Sansu,PCF,Parti communiste français,Extrême gauche,PCF,Parti communiste français,Classement sans suite,CLASSEMENT_SANS_SUITE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2021-05-19,,,,,,,,non,,,,,"Nicolas Sansu, alors membre de la Gauche Démocrate et Républicaine, est actuellement député de la 2ème circonscription. Il adhère désormais au Parti communiste français. Le 19 mai 2021, lors d'un contrôle du respect des restrictions sanitaires liées à la Covid-19, deux policiers interviennent à la terrasse d'un bar de Vierzon pour faire respecter les jauges d'occupation imposées. Sansu proteste et invective les deux agents. Un policier porte plainte pour outrage à personne dépositaire de l'autorité publique. L'affaire suit son cours judiciaire pendant près de deux ans. Le 23 mars 2023, elle aboutit à un classement sans suite moyennant le versement d'une contribution citoyenne de 300€ et de 800€ de dommages-intérêts. Cette issue permet la clôture du dossier sans condamnation pénale définitive. Sansu bénéficie de la présomption d'innocence pour cet incident, qui s'inscrit dans le contexte des tensions sociales générées par les mesures sanitaires du printemps 2021. Il convient de noter qu'une autre affaire d'outrage à agents concernant Sansu a également donné lieu à une condamnation distinct.",3,https://fr.wikipedia.org/wiki/Nicolas_Sansu,Wikipedia — Nicolas Sansu,https://poligraph.fr/affaires/nicolas-sansu-outrage-a-agents-mai-2021,2026-02-20T18:29:34.698Z,2026-03-28T10:43:34.982Z
AF-000216,julien-sanchez-mesures-discriminatoires-contre-les-magasins-ouverts-la-nuit,Affaire des mesures discriminatoires contre les magasins ouverts la nuit,PG-000617,julien-sanchez,Julien Sanchez,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Relaxe,RELAXE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2016-01-01,,,,,,,,non,,,,,"Julien Sanchez, alors maire de Beaucaire et membre du Rassemblement National, a adopté en 2016 des mesures restrictrives concernant l'ouverture de commerces la nuit dans sa commune. Ces mesures ont été contestées comme potentiellement discriminatoires, notamment en raison de leur impact sur certaines catégories de commerçants. Poursuivi devant la justice pour discrimination, Julien Sanchez a dû défendre sa décision d'ordre réglementaire. Le tribunal a examiné le bien-fondé des accusations portées contre lui, au regard du droit de la non-discrimination et des pouvoirs de police municipale. Le 15 décembre 2016, la juridiction a rendu son jugement en relaxant Julien Sanchez de tous les faits de discrimination qui lui étaient reprochés. Cette décision a clos la procédure sur ce fondement, reconnaissant l'absence de culpabilité sur les griefs en question. Actuellement député européen, Julien Sanchez a été impliqué dans d'autres contentieux, notamment une condamnation par la CEDH pour incitation à la haine.",3,https://fr.wikipedia.org/wiki/Julien_Sanchez,Wikipedia — Julien Sanchez,https://poligraph.fr/affaires/julien-sanchez-mesures-discriminatoires-contre-les-magasins-ouverts-la-nuit,2026-02-20T18:29:34.526Z,2026-03-04T21:58:41.864Z
AF-000215,fabien-roussel-soupcons-d-emploi-fictif-comme-assistant-parlementaire,Soupçons d'emploi fictif comme assistant parlementaire,PG-001742,fabien-roussel,Fabien Roussel,PCF,Parti communiste français,Extrême gauche,PCF,Parti communiste français,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Emploi fictif,EMPLOI_FICTIF,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2009-01-01,,,,,,,,non,,,,,"Une enquête préliminaire est ouverte en mars 2022 par le Parquet national financier sur des soupçons d'emploi fictif. Mediapart affirme que Fabien Roussel aurait bénéficié d'un emploi fictif comme attaché parlementaire de Jean-Jacques Candelier entre 2009 et 2014, pour un salaire mensuel de 3000 euros, en se basant sur un enregistrement, des témoignages et des documents montrant son absence de l'organigramme de l'équipe parlementaire. Fabien Roussel nie les accusations et affirme avoir réellement travaillé pour suivre des conflits dans le Douaisis.",11,https://fr.wikipedia.org/wiki/Fabien_Roussel,Wikipedia — Fabien Roussel,https://poligraph.fr/affaires/fabien-roussel-soupcons-d-emploi-fictif-comme-assistant-parlementaire,2026-02-20T18:29:34.352Z,2026-03-04T21:16:33.860Z
AF-000214,sandrine-rousseau-baupin-denonciation-d-agressions-sexuelles-par-sandrine-rousseau,Affaire Baupin - Dénonciation d'agressions sexuelles par Sandrine Rousseau,PG-000356,sandrine-rousseau,Sandrine Rousseau,EELV,Les Écologistes – Europe Écologie Les Verts,Gauche,EELV,Les Écologistes – Europe Écologie Les Verts,Classement sans suite,CLASSEMENT_SANS_SUITE,Agression sexuelle,AGRESSION_SEXUELLE,Grave,GRAVE,Victime,VICTIM,non,2011-10-01,,2017-03-31,,,,,,non,,,Parquet de Paris,,"En mai 2016, Sandrine Rousseau, alors secrétaire nationale adjointe d'Europe Ecologie Les Verts, fait partie des quatre élues écologistes qui accusent publiquement Denis Baupin, député et vice-président de l'Assemblée nationale, de harcèlement et d'agressions sexuelles, dans le cadre d'une enquête menée par Mediapart et France Inter. Elle dénonce notamment une agression survenue en octobre 2011 où Denis Baupin l'aurait plaquée contre un mur, les mains sur les seins, en cherchant à l'embrasser. Après plusieurs mois d'enquête, le parquet de Paris classe l'affaire sans suite en mars 2017, considérant que certains faits étaient ""susceptibles d'être qualifiés pénalement"" mais prescrits, tout en relevant l'existence de ""déclarations mesurées, constantes et corroborées par des témoignages"". Denis Baupin nie ces accusations et porte plainte pour diffamation, conduisant à la mise en examen de Sandrine Rousseau en mars 2017, qui dépose à son tour plainte pour dénonciation calomnieuse en septembre 2017.",5,https://fr.wikipedia.org/wiki/Sandrine_Rousseau,Wikipedia — Sandrine Rousseau,https://poligraph.fr/affaires/sandrine-rousseau-baupin-denonciation-d-agressions-sexuelles-par-sandrine-rousseau,2026-02-20T18:29:34.006Z,2026-03-04T21:16:33.811Z
